ref_id,linked_references,study_name,target_social_need,study_type,study_design,study_design_comment,recruitment_setting,intervention_setting,geo_setting_description,inclusion_criteria,target_population,age_group,race_ethnicity_majority,proportion_male,proportion_immigrant,target_population_text,risk_of_bias,first_reviewer,qc_complete,first_reviewer_comments,second_reviewer_comments,SDH Interventions and Outcomes_k,intervention_arm,comparator,sample_size,intervention_description,intervention_target,nonsocial_needs,nonsocial_needs_text,individual_systems_intervention,specific_intervention_components,service_provider,duration_followup,addresses_health_outcomes,health_outcomes,result_QALY,result_mortality,result_mental_health_status,result_functional,result_morbidity,result_quality_of_life,result_self_health,result_low_birth_weight,result_child_development,result_other_health,addresses_behavioral_outcomes,behavioral_outcomes,result_substance_use,result_diet,result_other_behavior,addresses_healthcareuse_outcomes,healthcareuse_outcomes,result_hospital_readmission,direction_hospital_readmission,result_frequency_healthcare_use,direction_frequency_healthcare_use,result_adherence,direction_adherence,result_preventive,direction_preventive,result_outpatient_visits,direction_outpatient_visits,result_emergency_visits,direction_emergency_visits,result_clinic_attendance,direction_clinic_attendance,result_emergency_transport,direction_emergency_transport,result_post_primarycare_visits,direction_post_primarycare_visits,result_prenatal,direction_prenatal,result_inpatient_admission,direction_inpatient_admission,result_hospital_days,direction_hospital_days,result_sober_center,direction_sober_center,result_medical_home,direction_medical_home,result_missed_appointmentst,direction_missed_appointments,result_immunizations,direction_immunizations,result_other_healthcareuse,direction_other_healthcareuse,harms,harms_text,subgroups,subgroups_comment,subgroup_results_different,author,title,accession_number,database,database_provider,date,doi,epud_date,issn,issue,journal,pages,pmcid,publisher,short_title,url,volume,year
1110,,,Housing instability/quality,One social topic addressed,Pre-post,,Transitional housing,Transitional housing,"Tampa, FL","ACT: Clients of a Housing and Urban Development (HUD) program serving individuals with long histories of homelessness and hospitalizations for serious mental illness, with or without co-occurring substance use disorder.

CTI: Clients of a short-term diversion center with a chronic history of homelessness, a history of offenses such as public inebriation, and co-occurring substance use and mental health disorders.","Social Needs,Medical Eligibility,Homeless","Adult,Older Adults",Non-Hispanic White,80,NR,,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,This is really two pre-post studies reported in one paper. Interventions abstracted on their own tab but I wonder if we should report this as 2 studies reported in one publication and create a separate record.,,Critical Time Intervention (CTI),Critical Time Intervention (CTI),Pre- intervention data,144,"Time-limited housing first intervention for people with a psychiatric diagnosis who have been homeless, collaboration with case manager to identify 3 problem area that have historically put the client at risk for residential instability and discontinuity of care, harm reduction and motivational interviewing from case manager trained to connect clients to substance abuse treatment at collaborating agency",Patient,Yes,Psychiatric and substance use treatment,Individual Intervention,"Providing onsite resources,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Other non-professionals, including volunteers and study staff",6 months,Yes,Mental health status,,,Positive,,,,,,,,Yes,Changes in substance use,Positive,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,,"Clark, C., Guenther, C. C., Mitchell, J. N.",Case Management Models in Permanent Supported Housing Programs for People With Complex Behavioral Issues Who Are Homeless,27070841,,,Apr-Jun,https://dx.doi.org/10.1080/15504263.2016.1176852,,1550-4271,2,Journal of Dual Diagnosis,185-92,,,Case Management Models in Permanent Supported Housing Programs for People With Complex Behavioral Issues Who Are Homeless,https://www.tandfonline.com/doi/full/10.1080/15504263.2016.1176852,12,2016
1113,,,"Access to healthcare and primary care (include improved coverage, services, and timeliness)",Medical and social need program,Other observational,"non-randomized, controlled quasi-experiment",Home-based care,Home-based care,"New York City, New York","Adults aged 18 years and older with a self-reported diagnosis of hypertension, diabetes, or asthma who were fluent in Spanish or English.","Low income/SES,Medical Eligibility","Adult,Older Adults",Hispanic,19,NR,More than 50% Hispanic and nearly 50% non-Hispanic Black,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,,,Harlem Health Advocacy Partnership intervention,Harlem Health Advocacy Partnership intervention,Other inactive control,400,"Community health workers were recruited from targeted housing residences with high chronic disease burden and trained in health education, goal setting, and in facilitating linkages to care by referring to health advocates employed by another local community-based organization expert in health insurance enrollment and access to care issues. The CHW intervention included six or more educational/instrumental support visits, as well as referral to health advocates as needed.",Patient,Yes,Patient education and instrumental support for chronic disease management and referral to health advocates to assist with insurance access,Individual Intervention,"Patient education (including on health, other social need, or resources),Passive referrals,Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Community health workers/ Navigators,3 months,Yes,"Mental health status,Changes in functional outcomes (e.g., blood pressure)",,,No effect,No effect,,,,,,,Yes,Other : Physical activity; blood pressure self-monitoring,,,Positive,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,,"Lopez, P. M., Islam, N., Feinberg, A., Myers, C., Seidl, L., Drackett, E., Riley, L., Mata, A., Pinzon, J., Benjamin, E., Wyka, K., Dannefer, R., Lopez, J., Trinh-Shevrin, C., Aletha Maybank, K., Thorpe, L. E.","A Place-Based Community Health Worker Program: Feasibility and Early Outcomes, New York City, 2015.[Erratum appears in Am J Prev Med. 2017 May;52(5):690; PMID: 28431645]",28215382,,,Mar,https://dx.doi.org/10.1016/j.amepre.2016.08.034,,1873-2607,3S3,American Journal of Preventive Medicine,S284-S289,,,"A Place-Based Community Health Worker Program: Feasibility and Early Outcomes, New York City, 2015.[Erratum appears in Am J Prev Med. 2017 May;52(5):690; PMID: 28431645]",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5656273/pdf/nihms874748.pdf,52,2017
1122,,,Education,One social topic addressed,Pre-post,,Emergency department,Emergency department,"Torrance, California","Potential study participants were identified based on the triage nurse's categorization of the degree of urgency of the patient's medical needs. Patients brought to the pediatric ED for obviously emergent medical conditions were excluded. Children deemed as needing emergent or urgent medical attention were also excluded. Only parents, legal guardians, and primary caretakers were eligible for the health literacy intervention. If the child was accompanied by an adult not meeting this criterion, the child was excluded. Parents that did not speak English or Spanish and parents who could not read at all were excluded.",Not Targeted (No specific population targeted),Pediatric,Hispanic,NR,NR,,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,"Checked yes, intervention included a medical component (book served as a medical aid for parents to use), but not sure if this is correct.",,Health literacy intervention,Health literacy intervention,Pre- intervention data,113,"Parents underwent an educational intervention during which they were instructed on how to use the book, ""What to Do When Your Child Gets Sick,"" and then were quizzed on how to use this health reference book as an aid for managing their child's health care needs (e.g., how to locate book sections covering cough, vomiting, headache, or any other health-related complaints). The educational intervention lasted approximately 5 to 10 minutes and was conducted by study investigators in English or Spanish, depending on the parent’s language preference. Study participants were given a free copy of the book.",Caregiver,No,,Individual Intervention,"Patient education (including on health, other social need, or resources)","Other non-professionals, including volunteers and study staff",6 months,No,,,,,,,,,,,,No,,,,,Yes,Emergency department visits,,,,,,,,,,,Positive,Decrease,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,,"Herman, A., Young, K. D., Espitia, D., Fu, N., Farshidi, A.",Impact of a health literacy intervention on pediatric emergency department use,19564810,,,Jul,https://dx.doi.org/10.1097/PEC.0b013e3181ab78c7,,1535-1815,7,Pediatric Emergency Care,434-8,,,Impact of a health literacy intervention on pediatric emergency department use,,25,2009
1123,,NR,"Transportation help,Access to healthcare and primary care (include improved coverage, services, and timeliness)",More than one clearly defined social topic addressed,Cohort study,,Other : Homeless drop-in center,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics)","Los Angeles, California","All veterans seen by the Homeless Program who were homeless, had either a mental illness or substance abuse diagnosis documented in their computerized electronic medical record, and who responded positively to an offer of access to a primary care provider were eligible","Medical Eligibility,Veteran Status,Homeless","Adult,Older Adults",Non-Hispanic Black,99,NR,Reported on average two serious medical problems,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,Not sure if this one should be called an systems level intervention because it involved a change in care integration? And the pre-post really refers to the system and not the patients.,Changed to cohort study.,Mental Health Outpatient Treatment Center Integration,Mental Health Outpatient Treatment Center Integration,Usual Care,260,"Integration of medical services within a Homeless Drop-In Center. Primary care clinic co-located with the offices of both the homeless social services programs and mental
health programs. Veterans were quickly evaluated in a screening center and then referred to all needed services within the center. The goal was to have the initial primary care appointment occur the same day as the initial screening. Case managers from the Homeless Program provided short-term case management including transportation tokens and medical reminder letters.",Patient,Yes,Primary care treatment for patients with mental health and substance abuse,Individual Intervention,"Screening,Providing onsite resources,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Other non-professionals, including volunteers and study staff",18 months,Yes,Changes in self-reported health,,,,,,,No effect,,,,No,,,,,Yes,"Preventive care utilization (well child visits),Outpatient visits,Emergency department visits,Hospital days,Other : Time to primary care appointment",,,,,,,Positive,Increase,Positive,Increase,Positive,Decrease,,,,,,,,,,,No effect,Decrease,,,,,,,,,Positive,Decrease,Not Reported,,No,,,"McGuire, J., Gelberg, L., Blue-Howells, J., Rosenheck, R. A.",Access to primary care for homeless veterans with serious mental illness or substance abuse: a follow-up evaluation of co-located primary care and homeless social services,19280333,,,Jul,https://dx.doi.org/10.1007/s10488-009-0210-6,,1573-3289,4,Administration & Policy in Mental Health,255-64,,,Access to primary care for homeless veterans with serious mental illness or substance abuse: a follow-up evaluation of co-located primary care and homeless social services,https://link.springer.com/content/pdf/10.1007%2Fs10488-009-0210-6.pdf https://link.springer.com/article/10.1007%2Fs10488-009-0210-6,36,2009
1132,,,"Housing instability/quality,Financial Strain,Access to healthcare and primary care (include improved coverage, services, and timeliness)",Medical and social need program,Pre-post,,Emergency department,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics),Outpatient clinic,Home-based care,Other : community settings","San Francisco, California","Five or more visits to the San Francisco General Hospital ED during the previous 12 months, 18 years of age or older, ability to give informed consent and willingness to receive case management services. Patients who were too intoxicated, acutely confused, or acutely psychotic to give informed consent were excluded, as were individuals who were already receiving case management services.",High Utilization,"Adult,Older Adults",Non-Hispanic Black,87,NR,"The majority of the sample was homeless (67%),
100% were unemployed, and many were without medical insurance (45%). The remaining 55% were on Medicaid and/or Medicare.",,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,"Reports mortality, excluded from analysis: 
""Nine patients died during the course of the study. Three patients died from accidental drug overdoses, one from burns in a hotel fire, one death was a suicide, the four remaining deaths were from complications related to a variety of chronic medical problems (end-stage liver disease, cardiac arrest, cardiomyopathy, and an arteriovenous malformation). It is possible that the nine deaths that occurred in the post period could artificially contribute to decreases in service costs or utilization. Therefore, we excluded the patients who died after case management enrollment and reanalyzed the utilization, cost, and psychosocial outcome data.""",,Intensive comprehensive clinical case management,Intensive comprehensive clinical case management,Pre- intervention data,53,"Once enrolled, subjects were assigned to a master’s level psychiatric social worker who used a comprehensive, intensive case management model. The case manager was responsible for providing and coordinating all needed services including: crisis intervention, individual and group supportive therapy, arrangement of stable housing and financial entitlements (ie, Medicaid, Social Security Income), linkages to primary care providers (PCP), harm reduction services and referral to substance abuse treatment, liaison with other community agencies and extensive, persistent outreach (home visits, ‘‘tracking’’ and finding patients, accompanying patients to medical appointments, and so on).",Patient,Yes,"Crisis intervention, individual and group supportive therapy",Individual Intervention,"Passive referrals,Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Social worker,12 months,No,,,,,,,,,,,,Yes,Changes in substance use,Positive,,,Yes,"Outpatient visits,Emergency department visits,Inpatient admissions,Medical home",,,,,,,,,Positive,Increase,Positive,Decrease,,,,,,,,,No effect,Decrease,,,,,Positive,Increase,,,,,,,Not Reported,,No,,,"Okin, R. L., Boccellari, A., Azocar, F., Shumway, M., O'Brien, K., Gelb, A., Kohn, M., Harding, P., Wachsmuth, C.",The effects of clinical case management on hospital service use among ED frequent users,10999578,,,Sep,,,0735-6757,5,American Journal of Emergency Medicine,603-8,,,The effects of clinical case management on hospital service use among ED frequent users,https://www.sciencedirect.com/science/article/pii/S0735675700149447?via%3Dihub,18,2000
1134,,NR,"Food insecurity,Housing instability/quality,Transportation help,Access to healthcare and primary care (include improved coverage, services, and timeliness),Multiple domains targeted",Medical and social need program,RCT,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics),Home-based care","Philadelphia, Pennsylvania","Adults aged 18 years and older with an appointment in the previous year, resident of one of 8 high-poverty zip codes in Philadelphia, uninsured or publicly insured (including all veterans), diagnosis of 2 or more targeted chronic diseases (diabetes, obesity, tobacco dependence, hypertension) with at least one of which was in poor control.","Medicare/Medicaid Enrollment or Eligibility,Medical Eligibility,Residence in a low-SES neighborhood","Adult,Older Adults",Non-Hispanic Black,38,NR,,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,Even though they said there was a difference in the days of hospitalization they didn't give a P-value. I also counted P-values of .06 and .07 as no effect but they seem to call it positive.,,IMPaCT,IMPaCT,Usual Care,592,"Patients selected a condition that was in poor control as focus of intervention and set goals with their primary care physician. Individuals received Individualized Management for Patient-Centered Targets (IMPaCT) intervention delivered by community health workers including: goal-setting, tailored support (coaching, social support, advocacy, and navigation), and connection with long term support. Supported goals may have included social needs support.",Patient,Yes,Care coordination and support for chronic condition management,Individual Intervention,"Patient education (including on health, other social need, or resources),Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Community health workers/ Navigators,9 months,Yes,"Changes in functional outcomes (e.g., blood pressure),Changes in self-reported health",,,,No effect,,,No effect,,,,No,,,,,Yes,"Hospital readmissions,Inpatient admissions,Hospital days",Positive,Decrease,,,,,,,,,,,,,,,,,,,No effect,Decrease,No effect,Decrease,,,,,,,,,,,Not Reported,,No,,,"Kangovi, S., Mitra, N., Norton, L., Harte, R., Zhao, X., Carter, T., Grande, D., Long, J. A.",Effect of Community Health Worker Support on Clinical Outcomes of Low-Income Patients Across Primary Care Facilities: A Randomized Clinical Trial,30422224,,,Dec 01,https://dx.doi.org/10.1001/jamainternmed.2018.4630,,2168-6114,12,JAMA Internal Medicine,1635-1643,,,Effect of Community Health Worker Support on Clinical Outcomes of Low-Income Patients Across Primary Care Facilities: A Randomized Clinical Trial,https://jamanetwork.com/journals/jamainternalmedicine/articlepdf/2707949/jamainternal_kangovi_2018_oi_180074.pdf,178,2018
1135,,,"Transportation help,Financial Strain,Legal services",Medical and social need program,Pre-post,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics)","Indianapolis, Indiana",Adults 18 and older who received care at one of the health system's sites. Patients had to have had at least one primary care visit before and one visit after the study period and received at least one wraparound service.,Not Targeted (No specific population targeted),"Adult,Older Adults",Non-Hispanic Black,28,NR,,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,,"Says that wraparound services ""addressed the social determinants of health"" but the only specific ones mentioned in article are finances, legal, and transportation so those are the ones I checked.",Wraparound services,Wraparound services,Pre- intervention data,14094,"Wraparound services co-located at outpatient clinic sites included behavioral health, social work, dietetics, respiratory therapy (for asthma education), patient navigation, pharmacist education, financial counseling, and a medical-legal partnership. Patients could get referrals to these services through multiple pathways: 1) primary care providers could make referrals to any wraparound service based on a patient’s reported needs, 2) service providers (such as social workers and dietitians) reviewed the records of patients with scheduled appointments for potential referrals, and 3) wraparound service providers were able to refer patients to other wraparound services.",Patient,Yes,"Behavioral health, dietetics, respiratory therapy, patient navigation, pharmacist education",Individual Intervention,"Patient education (including on health, other social need, or resources),Providing onsite resources,Passive referrals,Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Healthcare providers (doctors, nurses, therapists, etc.),Social worker,Lawyers",NA,No,,,,,,,,,,,,No,,,,,Yes,"Emergency department visits,Inpatient admissions,Other : Non-emergent ED visits",,,,,,,,,,,Positive,Decrease,,,,,,,,,Positive,Decrease,,,,,,,,,,,No effect,Decrease,Not Reported,,No,,,"Vest, J. R., Harris, L. E., Haut, D. P., Halverson, P. K., Menachemi, N.",Indianapolis Provider's Use Of Wraparound Services Associated With Reduced Hospitalizations And Emergency Department Visits,30273041,,,Oct,https://dx.doi.org/10.1377/hlthaff.2018.0075,,1544-5208,10,Health Affairs,1555-1561,,,Indianapolis Provider's Use Of Wraparound Services Associated With Reduced Hospitalizations And Emergency Department Visits,,37,2018
1139,,,"Housing instability/quality,Education,Employment,Early childhood education and development,Access to healthcare and primary care (include improved coverage, services, and timeliness)",Medical and social need program,Cohort study,,Other : Referral from social workers and nurses,Home-based care,North Carolina,"Medicaid-eligible pregnant women at high risk for poor birth outcomes who receive case management through the Baby Love Maternity Care Coordination Program who were identified as having the potential to benefit from enhanced support and home visitation (e.g., social/geographical isolation, teenager, substance use, family violence, unstable housing)","Social Needs,Medicare/Medicaid Enrollment or Eligibility,Pregnancy","Adolescents/ Young Adults,Adult",Non-Hispanic Black,0,NR,,,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,"I struggled a bit to figure out the right comparison group within this study. You could consider that the enrolled vs not enrolled is a proxy for social need vs no social need, in which case it would be excluded? Because they controlled for risk factors  I left this in.","I don't think the comparison group necessarily represents those without a social need, so OK to include.",Maternal Outreach Worker Program,Maternal Outreach Worker Program,Usual Care,"14,714","Trained lay health workers provide enhanced social support, health education, and outreach to pregnant women. Women are enrolled in the program before 28 weeks of pregnancy and continued with pregnant women and their infants up to their first birthday. Through home visits health workers reinforce positive health behaviors, the need for prenatal care, immunizations, and family planning as well as model the ways mothers and fathers can interact with their infants and help them learn. Health workers provide assistance in helping families apply for government benefits, housing, employment, and education programs and generally advocate for families","Patient,Caregiver",Yes,Prenatal care,Individual Intervention,"Patient education (including on health, other social need, or resources),Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Community health workers/ Navigators,Through first year of infant life,Yes,Low birth weight,,,,,,,,No effect,,,No,,,,,Yes,"Preventive care utilization (well child visits),Prenatal care",,,,,,,No effect,Increase,,,,,,,,,,,Mixed results,Increase,,,,,,,,,,,,,,,Not Reported,,Yes,Race,Yes,"Tessaro, Irene, Campbell, Marci, O'Meara, Christine, Herrick, Harry, Buescher, Paul, Meyer, Robert, McGloin, Tim, Roth, Marcia, Cross, Alan W.",State Health Department and University Evaluation of North Carolina's Maternal Outreach Worker Program,61444598; 199901407,Sociological Abstracts,,November 1997 2016-09-28,,,"0749-3797, 0749-3797",supplement,American Journal of Preventive Medicine,38-44,,,State Health Department and University Evaluation of North Carolina's Maternal Outreach Worker Program,https://search.proquest.com/docview/61444598?accountid=29506,13,1997
1153,,NR,Food insecurity,One social topic addressed,Cohort study,,Recruited from health plan membership,Home-based care,"Boston, Massachusetts",Members of Commonwealth Care Alliance (older than age 21 years who are dual eligible for Medicaid and Medicare) with at least 6 months of continuous meal program enrollment between 1/2014 and 1/2016.,Medicare/Medicaid Enrollment or Eligibility,"Adult,Older Adults",NR,41,NR,Asian/Other/Multi/Declined is the majority race/ethnicity (all lumped together),,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,"Largest demographic group is ""Asian/Other/Multi/Declined"" so I selected NR",,Medically tailored meals,Medically tailored meals,Other inactive control,1135,"Meals customized to participant's medical needs delivered to participant's home weekly (five days of lunches, dinners, and snacks).",Patient,No,,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Not Reported,Mean followup: 19.1 (intervention) and 23.0 (controls) months,No,,,,,,,,,,,,No,,,,,Yes,"Emergency department visits,Inpatient admissions,Other : Emergency transportation",,,,,,,,,,,Positive,Decrease,,,,,,,,,Positive,Decrease,,,,,,,,,,,Positive,Decrease,Not Reported,,No,,,"Berkowitz, S. A., Terranova, J., Hill, C., Ajayi, T., Linsky, T., Tishler, L. W., DeWalt, D. A.",Meal Delivery Programs Reduce The Use Of Costly Health Care In Dually Eligible Medicare And Medicaid Beneficiaries,29608345,,Nlm,Apr,10.1377/hlthaff.2017.0999 10.1377/hlthaff.2017.0999.,2018/04/03,0278-2715,4,Health Aff (Millwood),535-542,,,Meal Delivery Programs Reduce The Use Of Costly Health Care In Dually Eligible Medicare And Medicaid Beneficiaries,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6324546/pdf/nihms-1000578.pdf,37,2018
1153,,NR,Food insecurity,One social topic addressed,Cohort study,,Recruited from health plan membership,Home-based care,"Boston, Massachusetts",Members of Commonwealth Care Alliance (older than age 21 years who are dual eligible for Medicaid and Medicare) with at least 6 months of continuous meal program enrollment between 1/2014 and 1/2016.,Medicare/Medicaid Enrollment or Eligibility,"Adult,Older Adults",NR,41,NR,Asian/Other/Multi/Declined is the majority race/ethnicity (all lumped together),,I have completed the inital review and this form is ready for QC,I have completed 2nd review and am ready to submit.,"Largest demographic group is ""Asian/Other/Multi/Declined"" so I selected NR",,Non-tailored food,Non-tailored food,Other inactive control,1942,Delivery of non-medically tailored nutritious meals to participant's home. Included five days of lunches and dinners usually delivered daily.,Patient,No,,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Not Reported,Mean followup: 23.6 (intervention) to 24.3 (control) months,No,,,,,,,,,,,,No,,,,,Yes,"Emergency department visits,Inpatient admissions,Other : Emergency transportation",,,,,,,,,,,Positive,Decrease,,,,,,,,,No effect,Decrease,,,,,,,,,,,Positive,Decrease,Not Reported,,No,,,"Berkowitz, S. A., Terranova, J., Hill, C., Ajayi, T., Linsky, T., Tishler, L. W., DeWalt, D. A.",Meal Delivery Programs Reduce The Use Of Costly Health Care In Dually Eligible Medicare And Medicaid Beneficiaries,29608345,,Nlm,Apr,10.1377/hlthaff.2017.0999 10.1377/hlthaff.2017.0999.,2018/04/03,0278-2715,4,Health Aff (Millwood),535-542,,,Meal Delivery Programs Reduce The Use Of Costly Health Care In Dually Eligible Medicare And Medicaid Beneficiaries,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6324546/pdf/nihms-1000578.pdf,37,2018
9087,,Demonstration Employment Project- Training and Housing (DEPTH),"Food insecurity,Housing instability/quality,Transportation help,Utilities help,Employment,Financial Strain,Access to healthcare and primary care (include improved coverage, services, and timeliness),Childcare access,Multiple domains targeted",Any social need that arises in population addressed,RCT,,Other : referral from social service agency or self referral,"Transitional housing,Telephone-based care,Home-based care","Buffalo, New York",Homeless individuals referred through human services agencies or self-referred,Homeless,"Adolescents/ Young Adults,Adult,Older Adults",Non-Hispanic Black,58,NR,,,I have completed the inital review and this form is ready for QC,,,,Demonstration Employment Project- Training and Housing (DEPTH),Demonstration Employment Project- Training and Housing (DEPTH),Usual Care,213,"Intensive case management, offering access and linkage to services (e.g., financial aid, housing support, counseling for drug and alcohol problems, mental health assessment and treatment, and job training). Staff could also provide for immediate tangible needs (e.g., loans for apartment deposit, assistance obtaining child care).  Clients had a median of 41 staff contacts (average 45 minutes) over a 4 to 8 month active intervention period.",Patient,No,,Individual Intervention,"Active assistance with resources (vouchers, appt scheduling, enrollment form help)","Social worker,Community health workers/ Navigators",18 months,Yes,"Mental health status,Changes in self-reported health",,,Mixed results,,,,No effect,,,,Yes,Changes in substance use,No effect,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,,"Weinreb, L., Upshur, C. C., Fletcher-Blake, D., Reed, G., Frisard, C.",Managing Depression Among Homeless Mothers: Pilot Testing an Adapted Collaborative Care Intervention,27486545,,NLM,,10.4088/PCC.15m01907,2016/08/04,2155-7772 (Print) 2155-7780,2,Prim Care Companion CNS Disord,,PMC4956430,,Managing Depression Among Homeless Mothers: Pilot Testing an Adapted Collaborative Care Intervention,,18,2016
716,,,Food insecurity,One social topic addressed,Pre-post,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics)","Ypsilanti, Michigan","Adults aged 18 years and older, currently SNAP enrolled, English or Spanish speaking, self-identified as primary food shopper for their household. Participants unable to complete a telephone survey in English or Spanish or to provide a working telephone number were excluded.",Not Targeted (No specific population targeted),"Adult,Older Adults",Non-Hispanic Black,15,NR,,,I have completed the inital review and this form is ready for QC,,,,Education on healthy food initiative,Education on healthy food initiative,Pre- intervention data,177,"Brief explanation of Double Up Food Bucks (DUFB) - a statewide healthy food incentive - matches to SNAP funds spent at farmers markets.  Provided written materials, map of markets, and $10 market voucher.",Patient,No,,Individual Intervention,"Patient education (including on health, other social need, or resources)","Other non-professionals, including volunteers and study staff",5 months,No,,,,,,,,,,,,Yes,Changes in dietary intake,,Positive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported,,No,,,"Cohen, A. J., Richardson, C. R., Heisler, M., Sen, A., Murphy, E. C., Hesterman, O. B., Davis, M. M., Zick, S. M.",Increasing use of a healthy food Incentive: A waiting room intervention among low-income patients,28109458,,NLM,Feb,10.1016/j.amepre.2016.11.008,2017/01/23,0749-3797,2,Am J Prev Med,154-162,,,Increasing use of a healthy food Incentive: A waiting room intervention among low-income patients,,52,2017
773,,The Peninsula Family Advocacy Program (FAP),"Legal services,Multiple domains targeted",Any social need that arises in population addressed,Pre-post,,"Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics,),Hospital (inpatient)","Primary care (family health centers, community health centers, family medicine, pediatric or VA clinics),Hospital (inpatient),Other : Pediatric health van","Palo Alto and Redwood City, CA",Families met income and county eligibility criteria for services and had an identifiable social or legal issue that could be addressed by legal aid attorneys.,"Social Needs,Low income/SES",Pediatric,Hispanic,8,NR,Parent demographics above.,,I have completed the inital review and this form is ready for QC,,Comments in email to Sara,,FAP legal services,FAP legal services,Pre- intervention data,102,"The FAP provided legal services to address problems including denials or discontinuances of government health insurance and other government benefits including Food Stamps and Welfare; erroneous medical billing; family law and domestic violence issues including restraining orders, divorce, adoption, and immigration; access to special education services; and housing issues including habitability violations and evictions. Participants received referrals for legal services in areas in which Legal Aid Society of San Mateo County did not have expertise and received information and referrals for many social services, including childcare programs, free and low-cost health services, food and clothing programs, and adult education programs.",Caregiver,No,,Individual Intervention,"Providing onsite resources,Passive referrals,Active assistance with resources (vouchers, appt scheduling, enrollment form help)",Lawyers,6 months,Yes,Changes in self-reported health,,,,,,,Positive,,,,No,,,,,Yes,"Preventive care utilization (well child visits),Outpatient visits,Emergency department visits,Inpatient admissions,Immunizations",,,,,,,No effect,Increase,No effect,Increase,No effect,Decrease,,,,,,,,,Positive,Decrease,,,,,,,,,No effect,Increase,,,Yes,"Participants often concluded that settling the identified issue might have created other difficulties. For example, taking up legal action was perceived as too risky given potential unfavorable ramifications, particularly in the area of housing violations and landlord issues.",No,,,"Weintraub, D., Rodgers, M. A., Botcheva, L., Loeb, A., Knight, R., Ortega, K., Heymach, B., Sandel, M., Huffman, L.",Pilot study of medical-legal partnership to address social and legal needs of patients,20453383,,NLM,May,10.1353/hpu.0.0311,2010/05/22,1049-2089,2 Suppl,J Health Care Poor Underserved,157-68,,,Pilot study of medical-legal partnership to address social and legal needs of patients,,21,2010
